"ID","SoundType","Name","File_1","File_2","File_3","File_4","File_5","File_6","File_7","File_8","File_9","File_10","Freq_1","Freq_2","Freq_3","Freq_4","Freq_5","Freq_6","Freq_7","Freq_8","Freq_9","Freq_10","DirectoryBase","Volumefloat","Flags","MinDistance","DistanceCutoff","EAXDef","SoundEntriesAdvancedID"
"1333","10","HumanMaleNPC2PreAggro","HumanMaleWarrior2PreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior2","0,69","0","8","45","2","0"
"1334","10","HumanMaleNPC2Aggro","HumanMaleWarrior2Aggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior2","0,69","0","8","45","2","0"
"1335","10","HumanMaleNPC3Attack","HumanMaleNPC3AttackA.ogg","HumanMaleNPC3AttackB.ogg","HumanMaleNPC3AttadkC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior3","0,69","0","8","45","2","0"
"1336","10","HumanMaleNPC3Wound","HumanMaleNPC3WoundA.ogg","HumanMaleNPC3WoundB.ogg","HumanMaleNPC3WoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior3","0,69","0","8","45","2","0"
"1337","10","HumanMaleNPC3WoundCrit","HumanMaleNPC3WoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior3","0,69","0","8","45","2","0"
"1338","10","HumanMaleNPC3Death","HumanMaleNPC3Death.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior3","0,69","0","8","45","2","0"
"1339","10","HumanMaleNPC3PreAggro","HumanMaleNPC3AttackA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior3","0,69","0","8","45","2","0"
"1340","10","HumanMaleNPC3Aggro","HumanMaleNPC3AttackB.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Human\MaleNPC\HumanWarrior3","0,69","0","8","45","2","0"
"1341","10","OrcMaleNpc1Attack","OrcWarriorMale1AttackA.ogg","OrcWarriorMale1AttackB.ogg","OrcWarriorMale1AttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Orc\OrcMaleNPC\ORcMaleNpc1","0,69","0","8","45","2","0"
"1342","10","OrcMaleNpc1Wound","OrcWarriorMale1WoundA.ogg","OrcWarriorMale1WoundB.ogg","OrcWarriorMale1WoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Orc\OrcMaleNPC\ORcMaleNpc1","0,69","0","8","45","2","0"
"1343","10","OrcMaleNpc1WoundCrit","OrcWarriorMale1WoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Orc\OrcMaleNPC\ORcMaleNpc1","0,69","0","8","45","2","0"
"1344","10","OrcMaleNpc1Death","OrcWarriorMale1Death.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Orc\OrcMaleNPC\ORcMaleNpc1","0,69","0","8","45","2","0"
"1345","10","OrcMaleNpc1PreAggro","OrcWarriorMale1PreAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Orc\OrcMaleNPC\ORcMaleNpc1","0,69","0","8","45","2","0"
"1346","10","OrcMaleNpc1Aggro","OrcWarriorMale1AggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Orc\OrcMaleNPC\ORcMaleNpc1","0,69","0","8","45","2","0"
"1347","10","DwarfMaleNpc1","DwarfMaleWarrior1AttackA.ogg","DwarfMaleWarrior1AttackB.ogg","DwarfMaleWarrior1AttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Dwarf\DwarfMAleNpc\DwarfMaleNpc1","0,69","0","8","45","2","0"
"1348","10","DwarfMaleNpc1Wound","DwarfMaleWarrior1WoundA.ogg","DwarfMaleWarrior1WoundB.ogg","DwarfMaleWarrior1WoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Dwarf\DwarfMAleNpc\DwarfMaleNpc1","0,69","0","8","45","2","0"
"1349","10","DwarfMaleNpc1WoundCrit","DwarfMaleWarrior1WoundC.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Dwarf\DwarfMAleNpc\DwarfMaleNpc1","0,69","0","8","45","2","0"
"1350","10","DwarfMaleNpc1Death","DwarfMaleWarrior1DeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Dwarf\DwarfMAleNpc\DwarfMaleNpc1","0,69","0","8","45","2","0"
"1351","10","DwarfMaleNpc1PreAggro","DwarfMaleWarrior1PreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Dwarf\DwarfMAleNpc\DwarfMaleNpc1","0,69","0","8","45","2","0"
"1352","10","DwarfMaleNpc1Aggro","DwarfMaleWarrior1AggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Dwarf\DwarfMAleNpc\DwarfMaleNpc1","0,69","0","8","45","2","0"
"1353","10","TaurenMaleAttack","TaurenMaleMainAttackA.ogg","TaurenMaleMainAttackB.ogg","TaurenMaleMainAttackC.ogg","TaurenMaleMainAttackD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Character\PlayerExertions\TaurenMaleFinal","0,69","0","8","45","2","0"
"1354","10","TaurenMaleWound","TaurenMaleMainWoundA.ogg","TaurenMaleMainWoundB.ogg","TaurenMaleMainWoundC.ogg","TaurenMaleMainWoundD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Character\PlayerExertions\TaurenMaleFinal","0,69","0","8","45","2","0"
"1355","10","TaurenMaleWoundCrit","TaurenMaleMainWoundCritA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\PlayerExertions\TaurenMaleFinal","0,69","0","8","45","2","0"
"1356","10","TaurenMaleDeath","TaurenMaleMainDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\PlayerExertions\TaurenMaleFinal","0,69","0","8","45","2","0"
"1357","10","NightElfFemaleAttack","NightElfFemaleAttackA.ogg","NightElfFemaleAttackB.ogg","NightElfFemaleAttackC.ogg","NightElfFemaleAttackD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Character\NightElf\NightElfFemale","0,69","0","8","45","2","0"
"1358","10","NightElfFemaleWound","NightElfFemaleWoundA.ogg","NightElfFemaleWoundB.ogg","NightElfFemaleWoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\NightElf\NightElfFemale","0,69","0","8","45","2","0"
"1359","10","NightElfFemaleWoundCrit","NightElfFemaleWoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\NightElf\NightElfFemale","0,69","0","8","45","2","0"
"1360","10","NightElfFemaleDeath","NightElfFemaleDeath.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\NightElf\NightElfFemale","0,69","0","8","45","2","0"
"1361","10","ScourgeFemaleAttack","UndeadFemaleFinalAttackA.ogg","UndeadFemaleFinalAttackB.ogg","UndeadFemaleFinalAttackC.ogg","UndeadFemaleFinalAttackD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Character\PlayerExertions\UndeadFemaleFinal","0,69","0","8","45","2","0"
"1362","10","ScourgeFemaleWound","UndeadFemaleFinalWound.ogg","UndeadFemaleFinalWoundB.ogg","UndeadFemaleFinalWoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\PlayerExertions\UndeadFemaleFinal","0,69","0","8","45","2","0"
"1363","10","ScourgeFemaleWoundCrit","UndeadFemaleFinalWoundCriatA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\PlayerExertions\UndeadFemaleFinal","0,69","0","8","45","2","0"
"1364","10","ScourgeFemaleDeath","UndeadFemaleFinalDeath.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\PlayerExertions\UndeadFemaleFinal","0,69","0","8","45","2","0"
"1365","1","Demon Armor Impact","DemonArmor.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1366","10","UndeadNpc1Attack","UndeadMaleNpc1AttackA.ogg","UndeadMaleNpc1AttackB.ogg","UndeadMaleNpc1AttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Scourge\UndeadNPC\UndeadMaleNpc1\UndeadMaleNpc1","0,69","0","8","45","2","0"
"1367","10","UndeadNpc1Wound","UndeadMaleNpc1WoundA.ogg","UndeadMaleNpc1WoundB.ogg","UndeadMaleNpc1WoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Character\Scourge\UndeadNPC\UndeadMaleNpc1\UndeadMaleNpc1","0,69","0","8","45","2","0"
"1368","10","UndeadNpc1WoundCrit","UndeadMaleNpc1WoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Scourge\UndeadNPC\UndeadMaleNpc1\UndeadMaleNpc1","0,69","0","8","45","2","0"
"1369","10","UndeadNpc1Death","UndeadMaleNpc1DeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Scourge\UndeadNPC\UndeadMaleNpc1\UndeadMaleNpc1","0,69","0","8","45","2","0"
"1370","10","UndeadNpc1PreAggro","UndeadMaleNpc1PreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Scourge\UndeadNPC\UndeadMaleNpc1\UndeadMaleNpc1","0,69","0","8","45","2","0"
"1371","10","UndeadNpc1Aggro","UndeadMaleNpc1AggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Character\Scourge\UndeadNPC\UndeadMaleNpc1\UndeadMaleNpc1","0,69","0","8","45","2","0"
"1372","1","Polymorph Sheep","PolyMorphTarget.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1373","10","GryphonAttack","GryphonAttackA.ogg","GryphonAttackB.ogg","GryphonAttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\Gryphon","0,69","0","8","45","2","0"
"1374","10","GryphonWound","GryphonWoundA.ogg","GryphonWoundB.ogg","GryphonWoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\Gryphon","0,69","0","8","45","2","0"
"1375","10","GryphonWoundCrit","GryphonWoundCritA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gryphon","0,69","0","8","45","2","0"
"1376","10","GryphonDeath","GryphonDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gryphon","0,69","0","8","45","2","0"
"1377","10","GryphonPreAggro","GryphonPreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gryphon","0,69","0","8","45","2","0"
"1378","10","GryphonAggro","GryphonAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gryphon","0,69","0","8","45","2","0"
"1379","10","RatWound","RatWoundA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Rat","0,6","0","8","45","2","0"
"1380","10","RatDeath","RatDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Rat","0,6","0","8","45","2","0"
"1386","10","GorillaAttack","GorillaAttackA.ogg","GorillaAttackB.ogg","GorillaAttackC.ogg","GorillaAttackD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\Gorilla","0,69","0","8","45","2","0"
"1387","10","GorillaWound","GorillaWoundA.ogg","GorillaWoundB.ogg","GorillaWoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\Gorilla","0,69","0","8","45","2","0"
"1388","10","GorillaWoundCrit","GorillaWoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gorilla","0,69","0","8","45","2","0"
"1389","10","GorillaDeath","GorillaDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gorilla","0,69","0","8","45","2","0"
"1390","10","GorillaPreAggro","GorillaPreAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gorilla","0,69","0","8","45","2","0"
"1391","10","GorillaAggro","GorillaAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gorilla","0,69","0","8","45","2","0"
"1392","10","GorillaStand3","GorillaStandVar3.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Gorilla","0,69","0","8","45","2","0"
"1393","10","VoidWalkerAttack","VoidWalkerAttackA.ogg","VoidWalkerAttackB.ogg","VoidWalkerAttackC.ogg","VoidWalkerAttackD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\VoidWalker","0,69","0","8","45","2","0"
"1394","10","VoidWalkerWound","VoidWalkerWoundA.ogg","VoidWalkerWoundB.ogg","VoidWalkerWoundC.ogg","VoidWalkerWoundD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\VoidWalker","0,69","0","8","45","2","0"
"1395","10","VoidWalkerWoundCrit","VoidWalkerWoundCritA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\VoidWalker","0,69","0","8","45","2","0"
"1396","10","VoidWalkerDeathA","VoidWalkerDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\VoidWalker","0,69","0","8","45","2","0"
"1397","10","VoidWalkerPreAggro","VoidWalkerPreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\VoidWalker","0,69","0","8","45","2","0"
"1398","10","VoidWalkerAggro","VoidWalkerAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\VoidWalker","0,69","0","8","45","2","0"
"1399","25","BombWagon","BombFactory01.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Doodad","1","0","7,04","45","0","0"
"1400","25","Cannon01","Cannon01_BlastA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Doodad","1","1024","8","45","2","0"
"1401","25","Scroll","Scroll_BookEvaporate01.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Doodad","1","0","6","45","2","0"
"1402","10","TitanMalePreAggro","TitanMalePreAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\TitanMale","0,69","0","8","45","2","0"
"1403","10","WaterElementalAttack","WaterElementalAttackA.ogg","WaterElementalAttackB.ogg","WaterElementalAttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\WaterElemental","0,8","0","8","45","2","0"
"1404","10","WaterElementalWound","WaterElementalWoundA.ogg","WaterElementalWoundB.ogg","WaterElementalWoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\WaterElemental","0,8","0","8","45","2","0"
"1405","10","WaterElementalWoundCrit","WaterElementalWoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\WaterElemental","0,8","0","8","45","2","0"
"1406","10","WaterElementalDeath","WaterElementalDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\WaterElemental","0,8","0","8","45","2","0"
"1407","10","WaterElementalPreAggro","WaterElementalPreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\WaterElemental","0,8","0","8","45","2","0"
"1408","10","WaterElementalAggro","WaterElementalAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\WaterElemental","0,8","0","8","45","2","0"
"1409","10","GoblinAttack","GoblinAttackA.ogg","GoblinAttackB.ogg","GoblinAttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1410","10","GoblinWound","GoblinWoundA.ogg","GoblinWoundB.ogg","GoblinWoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1411","10","GoblinWoundCrit","GoblinWoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1412","10","New Sound","GoblinWoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1413","10","GoblinDeath","GoblinDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1414","10","GoblinPreAggro","GoblinPreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1415","10","GoblinAggro1","GoblinAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1416","10","GoblinStand3","GoblinStand3.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Goblin","0,69","0","8","45","2","0"
"1417","3","FootStepsHugeDirt","mFootHugeDirtA.ogg","mFootHugeDirtB.ogg","mFootHugeDirtD.ogg","mFootHugeDirtC.ogg","mFootHugeDirtE.ogg","","","","","","1","1","1","1","1","0","0","0","0","0","Sound\Character\Footsteps","0,69","1024","5,12","45","2","0"
"1418","3","FootStepsHugeStone","mFootHugeStoneA.ogg","mFootHugeStoneB.ogg","mFootHugeStoneC.ogg","mFootHugeStoneD.ogg","mFootHugeSnowE.ogg","","","","","","1","1","1","1","1","0","0","0","0","0","Sound\Character\Footsteps","0,69","1024","5,12","45","2","0"
"1419","3","FootStepsHugeSnow","mFootHugeSnowA.ogg","mFootHugeSnowB.ogg","mFootHugeSnowC.ogg","mFootHugeSnowD.ogg","mFootHugeSnowE.ogg","","","","","","1","1","1","1","1","0","0","0","0","0","Sound\Character\Footsteps","0,69","1024","5,12","45","2","0"
"1420","3","FootStepsHugeWood","mFootHugeWoodA.ogg","mFootHugeWoodB.ogg","mFootHugeWoodC.ogg","mFootHugeWoodD.ogg","mFootHugeWoodE.ogg","","","","","","1","1","1","1","1","0","0","0","0","0","Sound\Character\Footsteps","0,69","1024","5,12","45","2","0"
"1421","3","FootStepsHugeGrass","mFootHugeGrassA.ogg","mFootHugeGrassB.ogg","mFootHugeGrassC.ogg","mFootHugeGrassD.ogg","mFootHugeGrassE.ogg","","","","","","1","1","1","1","1","0","0","0","0","0","Sound\Character\Footsteps","0,69","1024","5,12","45","2","0"
"1422","1","Burning Spirit Impact","BurningSpirit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1423","1","Burning Intellect Impact","BurningSpirit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,69","0","8","45","2","0"
"1424","26","SpellFizzleFire","FizzleFireA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells\Fizzle","0,69","0","8","45","2","0"
"1425","26","SpellFizzleFrost","FizzleFrostA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells\Fizzle","0,69","0","8","45","2","0"
"1426","26","SpellFizzleNature","FizzleNatureA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells\Fizzle","0,69","0","8","45","2","0"
"1427","26","SpellFizzleShadow","FizzleShadowA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells\Fizzle","0,69","0","8","45","2","0"
"1428","26","SpellFizzleHoly","FizzleHolyA.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Spells\Fizzle","0,69","0","8","45","2","0"
"1430","1","Holy Light Impact","HolyLight_Low_Head.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,69","0","8","45","2","0"
"1431","1","Lay on Hands","LayOnHands_Low_Chest.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1432","1","Heal","Heal_Low_Base.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1433","1","Greater Heal","GreaterHeal_Low_Base.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1434","1","Flash Heal","FlashHeal_Low_Base.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,69","0","8","45","2","0"
"1435","1","Dispel Magic","Dispel_Low_Base.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,7","0","8","45","2","0"
"1436","1","Mana Drain","HolyBolt.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,69","0","8","45","2","0"
"1437","1","Anti-Holy Impact Base","AntiHoly.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1438","1","Anti-Shadow Impact Base","AntiHoly.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1440","1","Level Up","LevelUp.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,7","0","8","45","2","0"
"1441","10","FleshGolemAttack","FleshGolemAttackA.ogg","FleshGolemAttackB.ogg","FleshGolemAttackC.ogg","FleshGolemAttackD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\FleshGolem","0,69","0","8","45","2","0"
"1442","10","FleshGolemWound","FleshGolemWoundA.ogg","FleshGolemWoundB.ogg","FleshGolemWoundC.ogg","FleshGolemWoundD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\FleshGolem","0,69","0","8","45","2","0"
"1443","10","FleshGolemWoundCrit","FleshGolemWoundCritA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\FleshGolem","0,69","0","8","45","2","0"
"1444","10","FleshGolemDeath","FleshGolemDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\FleshGolem","0,69","0","8","45","2","0"
"1445","10","FleshGolemPreAggro","FleshGolemPreAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\FleshGolem","0,69","0","8","45","2","0"
"1446","10","FleshGolemAggro","FleshGolemAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\FleshGolem","0,69","0","8","45","2","0"
"1447","10","LobstrokAttack","LobstrokAttackA.ogg","LobstrokAttackB.ogg","LobstrokAttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\Lobstrok","0,69","0","8","45","2","0"
"1448","10","LobstrokWound","LobstrokWoundA.ogg","LobstrokWoundB.ogg","LobstrokWoundC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\Lobstrok","0,69","0","8","45","2","0"
"1449","10","LobstrokWoundCrit","LobstrokWoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Lobstrok","0,69","0","8","45","2","0"
"1450","10","LobstrokDeath","LobstrokDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Lobstrok","0,69","0","8","45","2","0"
"1451","10","LobstrokPreAggo","LobstrokPreAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Lobstrok","0,69","0","8","45","2","0"
"1452","10","LobstrokAggro","LobstrokAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Lobstrok","0,69","0","8","45","2","0"
"1453","27","WaterElementalLoop","WaterElementalLoop.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Creature\WaterElemental","0,7","512","8","45","2","0"
"1454","27","FireElementalLoop","FireElementalLoop.ogg","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","Sound\Creature\ElementalFire","0,6","512","8","45","2","0"
"1455","1","SealofMight","SealofMight.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1456","1","Frost Armor","FrostArmor.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1457","10","SnakeWound","SnakeWound.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Snake","0,69","0","8","45","2","0"
"1458","10","SnakeDeath","SnakeDeath.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Snake","0,69","0","8","45","2","0"
"1459","10","SeaTurtleAttack","SeaTurtleAttackA.ogg","SeaTurtleAttackB.ogg","SeaTurtleAttackC.ogg","","","","","","","","1","1","1","0","0","0","0","0","0","0","Sound\Creature\SeaTurtle","0,69","0","8","45","2","0"
"1460","10","SeaTurtleWound","SeaTurtleWoundA.ogg","SeaTurtleWoundB.ogg","SeaTurtleWoundC.ogg","SeaTurtleWoundD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\SeaTurtle","0,69","0","8","45","2","0"
"1461","10","SeaTurtleWoundCrit","SeaTurtleWoundCritA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\SeaTurtle","0,69","0","8","45","2","0"
"1462","10","SeaTurtleDeath","SeaTurtleDeathA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\SeaTurtle","0,69","0","8","45","2","0"
"1463","10","SeaTurtlePreAggro","SeaTurtlePreAggro.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\SeaTurtle","0,69","0","8","45","2","0"
"1464","10","SeaTurtleAggro","SeaTurtleAggroA.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\SeaTurtle","0,69","0","8","45","2","0"
"1465","1","SummonPet Cast","HolyBolt.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Spells","0,8","0","8","45","2","0"
"1466","10","CowDeath","CowDeath.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Cow","0,69","0","8","45","2","0"
"1467","10","CowWound","CowWound.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Cow","0,69","0","8","45","2","0"
"1468","10","ZombieAttack","ZombieAttackA.ogg","ZombieAttackB.ogg","ZombieAttackC.ogg","ZombieAttackD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\Zombie","0,69","0","8","45","2","0"
"1469","10","ZombieWound","ZombieWoundA.ogg","ZombieWoundB.ogg","ZombieWoundC.ogg","ZombieWoundD.ogg","","","","","","","1","1","1","1","0","0","0","0","0","0","Sound\Creature\Zombie","0,69","0","8","45","2","0"
"1470","10","ZombieWoundCrit","ZombieWoundCrit.ogg","","","","","","","","","","1","0","0","0","0","0","0","0","0","0","Sound\Creature\Zombie","0,69","0","8","45","2","0"
